fighter_url,elo_rating,peak_elo,fights_processed,elo_source
http://www.ufcstats.com/fighter-details/e7ec11096eac0282,1479.83,1479.83,1,ufc_fights
http://www.ufcstats.com/fighter-details/d897897060f10a3a,1605.55,1757.39,29,ufc_fights
http://www.ufcstats.com/fighter-details/4a35913bd9aa4161,1469.62,1469.62,1,ufc_fights
http://www.ufcstats.com/fighter-details/c32eab6c2119e989,1465.68,1465.68,1,ufc_fights
http://www.ufcstats.com/fighter-details/0313bf497de9c470,1478.65,1478.65,1,ufc_fights
http://www.ufcstats.com/fighter-details/32541eb5d12668b4,1471.31,1471.31,1,ufc_fights
http://www.ufcstats.com/fighter-details/cbfd1d34356a004c,1532.34,1591.86,12,ufc_fights
http://www.ufcstats.com/fighter-details/1fe7adb23b3eedfb,1425.43,1527.8,10,ufc_fights
http://www.ufcstats.com/fighter-details/8dc46e9a7895ce1a,1451.29,1472.2,2,ufc_fights
http://www.ufcstats.com/fighter-details/afaad7d6a581e307,1459.07,1481.27,2,ufc_fights
http://www.ufcstats.com/fighter-details/979f7edbb6980b0d,1499.59,1499.59,1,ufc_fights
http://www.ufcstats.com/fighter-details/620be7e0712d431b,1431.31,1459.97,2,ufc_fights
http://www.ufcstats.com/fighter-details/1c7cce2f5c17160d,1456.69,1484.02,2,ufc_fights
http://www.ufcstats.com/fighter-details/ad3f53c454cbbead,1628.66,1686.85,29,ufc_fights
http://www.ufcstats.com/fighter-details/d90b630e0561818b,1465.56,1545.04,6,ufc_fights
http://www.ufcstats.com/fighter-details/ee457ef1e1c326c1,1522.66,1522.66,1,ufc_fights
http://www.ufcstats.com/fighter-details/91acd6910b802a9e,1615.12,1615.33,22,ufc_fights
http://www.ufcstats.com/fighter-details/3738e68d2261e60f,1500.21,1682.86,48,ufc_fights
http://www.ufcstats.com/fighter-details/cf1a88371c8cb690,1505.67,1505.67,3,ufc_fights
http://www.ufcstats.com/fighter-details/d468288756ae3982,1557.11,1601.88,16,ufc_fights
http://www.ufcstats.com/fighter-details/d62bb4d84a7267ba,1522.0,1522.0,1,ufc_fights
http://www.ufcstats.com/fighter-details/df5a77121ba84a5d,1477.43,1530.63,5,ufc_fights
http://www.ufcstats.com/fighter-details/0c3838c8f7c620c2,1538.51,1538.51,3,ufc_fights
http://www.ufcstats.com/fighter-details/b6b12014698cc345,1471.48,1481.04,2,ufc_fights
http://www.ufcstats.com/fighter-details/f9aa6376ae16bfb4,1480.27,1480.27,1,ufc_fights
http://www.ufcstats.com/fighter-details/91186547a7f3f758,1560.43,1589.72,13,ufc_fights
http://www.ufcstats.com/fighter-details/8a8a84b743ae7699,1557.68,1561.29,12,ufc_fights
http://www.ufcstats.com/fighter-details/7a82635ffa9b59fe,1469.8,1469.8,1,ufc_fights
http://www.ufcstats.com/fighter-details/0e041d43a47d2e4b,1493.66,1603.13,19,ufc_fights
http://www.ufcstats.com/fighter-details/1652f3213655b935,1421.1,1560.28,20,ufc_fights
